Rank,Team,Conf,W-L,AdjEM,AdjO,AdjD,AdjT,Luck,SOC AdjEM,SOC OppO,SOC OppD,NCSOS AdjEM
252,Northern Colorado,BSky,15-15,-7.45,110.4,117.9,63.2,-.013,-6.44,102.3,108.7,-2.53
253,Army,Pat,15-15,-7.50,100.2,107.8,69.2,+.032,-6.16,102.3,108.4,-7.18
254,Bradley,MVC,9-24,-7.51,93.7,101.3,62.1,-.043,+0.92,104.9,104.0,-3.60
255,Missouri St.,MVC,11-20,-7.52,98.9,106.5,61.3,-.010,+1.51,104.8,103.3,-1.06
256,Nebraska Omaha,Sum,12-17,-7.57,102.9,110.5,73.4,-.042,-5.38,101.5,106.9,-6.69
257,Ball St.,MAC,7-23,-7.65,100.4,108.0,63.5,-.130,+1.38,104.8,103.4,-4.30
258,Portland St.,BSky,15-14,-7.77,102.9,110.7,65.9,+.071,-4.64,104.2,108.9,+1.51
259,Howard,MEAC,16-16,-7.91,93.9,101.9,62.7,+.016,-6.17,100.7,106.9,+2.76
260,Delaware,CAA,10-20,-7.92,101.7,109.6,65.3,+.024,-1.68,103.8,105.5,-0.07
261,Marshall,CUSA,11-21,-8.05,96.3,104.3,69.9,-.049,-0.99,102.6,103.5,+0.23
262,Delaware St.,MEAC,18-18,-8.25,101.5,109.7,67.1,+.063,-4.87,100.5,105.4,+6.76
263,Grand Canyon,WAC,17-15,-8.29,106.5,114.8,64.5,+.021,-9.20,98.7,107.9,-7.39
264,Alabama St.,SWAC,19-10,-8.31,97.8,106.1,67.5,+.030,-15.38,94.7,110.1,-2.60
265,Siena,MAAC,11-20,-8.31,105.7,114.0,66.0,-.010,-3.15,101.8,105.0,-0.81
266,Weber St.,BSky,13-17,-8.35,99.9,108.3,62.7,+.040,-3.71,104.1,107.8,+4.19
267,Towson,CAA,12-20,-8.38,100.9,109.3,60.3,-.025,-4.15,102.1,106.3,-5.78
268,Brown,Ivy,13-18,-8.42,99.4,107.8,67.4,+.049,-1.94,102.2,104.1,-3.82
269,Cal St. Northridge,BW,9-24,-8.44,100.8,109.2,64.8,-.041,+0.92,104.6,103.6,+0.57
270,Nevada,MWC,9-22,-8.54,97.8,106.4,63.7,-.083,+0.53,103.8,103.3,-2.98
271,Loyola Marymount,WCC,8-23,-8.56,103.0,111.6,62.3,+.024,+5.36,107.5,102.2,+5.16
272,FIU,CUSA,16-17,-8.57,96.0,104.6,64.6,+.090,-3.13,101.8,104.9,-5.58
273,Youngstown St.,Horz,11-21,-8.93,106.0,114.9,67.0,+.013,-0.54,104.2,104.7,-1.93
274,South Florida,Amer,9-23,-9.02,99.2,108.3,63.7,-.024,+2.00,104.3,102.3,-0.91
275,Drake,MVC,9-22,-9.03,105.3,114.3,58.9,-.027,+2.66,104.5,101.9,+2.05
276,Lamar,Slnd,15-15,-9.03,100.0,109.1,65.9,+.030,-5.28,102.6,107.9,+4.48
277,Navy,Pat,13-19,-9.04,98.9,107.9,61.0,+.005,-4.89,103.5,108.4,-3.04
278,Southern,SWAC,18-17,-9.15,94.0,103.1,64.7,+.018,-8.39,99.1,107.5,+10.10
279,College of Charleston,CAA,9-24,-9.32,96.1,105.5,60.8,-.075,-1.55,104.8,106.3,+1.30
280,IUPUI,Sum,10-21,-9.43,94.0,103.4,63.2,+.069,-1.11,104.5,105.6,+3.41
281,UCF,Amer,12-18,-9.58,102.7,112.3,64.0,+.075,-1.27,102.7,104.0,-9.44
282,Illinois Chicago,Horz,10-24,-9.61,101.2,110.8,64.4,-.009,+0.10,104.8,104.7,+0.49
283,Appalachian St.,SB,12-17,-9.63,98.3,107.9,65.3,+.074,-2.64,102.5,105.1,+0.27
284,Hartford,AE,14-16,-9.65,97.4,107.1,63.0,+.076,-5.40,100.2,105.6,-1.91
285,UNC Greensboro,SC,11-22,-9.70,99.8,109.5,65.7,-.125,-5.47,103.0,108.5,-2.42
286,UMKC,WAC,14-19,-9.74,98.2,107.9,63.5,-.014,-5.72,101.6,107.3,-0.07
287,Troy,SB,10-19,-9.75,99.8,109.5,64.7,-.054,-5.21,100.5,105.7,-10.43
288,LIU Brooklyn,NEC,12-18,-9.82,97.0,106.8,67.4,+.039,-5.33,101.0,106.3,-0.74
289,Saint Louis,A10,11-21,-9.85,95.9,105.8,62.8,+.065,+1.32,104.2,102.9,-5.41
290,Florida Atlantic,CUSA,9-20,-10.28,98.7,109.0,63.9,-.053,-2.27,102.4,104.7,-2.59
291,Penn,Ivy,9-19,-10.46,97.7,108.2,63.3,+.024,-0.88,103.1,104.0,-1.90
292,Cal St. Fullerton,BW,9-22,-10.62,99.1,109.7,65.7,-.009,-0.35,103.3,103.7,-2.31
293,Samford,SC,13-19,-10.69,102.0,112.6,66.1,+.010,-6.94,101.5,108.5,-6.13
294,VMI,SC,11-19,-10.78,98.4,109.2,76.5,-.050,-4.85,103.0,107.9,+0.35
295,Arkansas St.,SB,11-18,-10.83,96.2,107.0,65.7,+.023,-3.81,101.8,105.6,-3.98
296,Fairfield,MAAC,7-24,-10.90,95.4,106.3,61.2,-.085,-2.99,102.6,105.6,-1.87
297,South Alabama,SB,12-21,-11.28,101.0,112.2,68.6,+.085,-2.60,101.4,104.0,+0.44
298,Lipscomb,ASun,14-17,-11.29,100.7,112.0,67.7,+.051,-4.47,103.2,107.7,+1.53
299,Niagara,MAAC,8-22,-11.41,99.8,111.2,64.7,-.004,-1.99,103.2,105.2,+2.77
300,McNeese St.,Slnd,15-16,-11.58,100.6,112.1,62.8,+.035,-6.37,102.2,108.6,+9.48
301,Campbell,BSth,10-22,-11.85,97.7,109.5,61.3,-.089,-4.38,103.8,108.2,-0.29
302,Prairie View A&M,SWAC,15-18,-11.98,97.4,109.4,68.6,+.013,-7.75,98.4,106.2,+8.65
303,UMass Lowell,AE,12-17,-12.46,94.1,106.6,63.7,+.077,-3.09,101.8,104.9,+2.94
304,Wagner,NEC,10-20,-12.49,98.9,111.4,67.2,-.013,-4.64,101.8,106.5,+1.98
305,Marist,MAAC,7-25,-12.74,94.6,107.4,65.0,+.033,-2.83,102.3,105.2,-2.36
306,Southeastern Louisiana,Slnd,9-23,-12.89,95.9,108.8,66.2,-.098,-7.01,101.7,108.8,+2.69
307,Southern Utah,BSky,10-19,-13.12,98.7,111.8,67.5,+.033,-5.57,103.0,108.5,-0.46
308,Loyola MD,Pat,11-19,-13.13,93.2,106.4,62.7,+.080,-3.62,102.9,106.5,-0.52
309,Furman,SC,11-22,-13.18,98.3,111.5,62.4,-.024,-4.21,103.5,107.7,+2.40
310,New Orleans,Slnd,11-18,-13.22,96.9,110.2,67.6,-.034,-6.78,101.6,108.4,+11.15
311,Jacksonville St.,OVC,12-19,-13.27,95.2,108.4,63.1,+.053,-3.72,102.7,106.5,-3.43
312,Jackson St.,SWAC,11-21,-13.50,91.2,104.7,63.2,-.094,-9.78,98.7,108.5,+2.54
313,Idaho St.,BSky,7-23,-13.77,97.5,111.3,63.4,-.092,-5.46,103.5,108.9,-2.50
314,North Dakota,BSky,8-22,-13.77,96.9,110.6,67.6,-.031,-3.51,104.5,108.0,+5.82
315,Southern Miss,CUSA,9-20,-13.78,97.3,111.0,62.0,+.038,+0.08,103.6,103.5,+0.77
316,Longwood,BSth,11-23,-13.80,97.4,111.2,66.4,+.025,-4.65,103.1,107.8,-0.67
317,Austin Peay,OVC,8-22,-14.20,94.8,109.0,66.6,-.004,-1.93,104.2,106.2,-0.21
318,Houston Baptist,Slnd,12-16,-14.21,101.3,115.5,66.2,+.029,-4.69,102.4,107.1,+3.61
319,Fairleigh Dickinson,NEC,8-21,-15.07,97.4,112.5,67.4,+.053,-4.48,102.3,106.8,+2.59
320,Montana St.,BSky,7-23,-15.16,95.7,110.8,65.3,-.056,-4.04,104.4,108.4,+1.95
321,Utah Valley,WAC,11-19,-16.10,92.9,109.0,61.9,+.007,-5.54,102.1,107.6,-0.53
322,Binghamton,AE,6-26,-16.41,94.0,110.4,63.0,-.047,-2.91,101.8,104.7,+1.78
323,Western Illinois,Sum,8-20,-16.66,91.5,108.1,66.6,+.036,-2.58,104.2,106.7,-2.10
324,Arkansas Pine Bluff,SWAC,12-20,-16.89,92.5,109.4,63.2,+.037,-8.36,99.3,107.7,+4.44
325,Coppin St.,MEAC,8-23,-17.04,99.1,116.1,73.7,-.008,-3.03,102.1,105.2,+9.27
326,Presbyterian,BSth,10-22,-18.09,96.6,114.7,62.0,-.005,-3.69,103.5,107.2,+3.82
327,Chicago St.,WAC,8-24,-18.17,89.3,107.5,62.6,-.012,-1.65,103.9,105.5,+6.56
328,Nicholls St.,Slnd,10-19,-18.36,90.0,108.3,66.1,+.025,-6.23,102.9,109.1,+11.17
329,The Citadel,SC,11-19,-18.59,103.2,121.8,58.6,+.077,-5.80,101.8,107.6,-2.71
330,Bethune Cookman,MEAC,11-21,-18.66,91.2,109.9,60.2,-.033,-11.26,98.7,110.0,-6.77
331,South Carolina St.,MEAC,11-22,-18.69,90.4,109.1,64.1,+.050,-6.33,100.0,106.4,+2.84
332,Morgan St.,MEAC,7-24,-18.87,94.3,113.2,64.4,+.029,-4.98,100.6,105.6,+2.66
333,Liberty,BSth,8-24,-18.87,90.8,109.7,65.8,-.059,-5.83,102.7,108.6,-4.48
334,Tennessee St.,OVC,5-26,-18.90,89.5,108.4,63.5,-.045,-1.39,103.5,104.9,+2.06
335,Texas Pan American,WAC,10-21,-18.99,93.5,112.5,63.9,+.033,-5.02,101.5,106.5,+0.16
336,Alabama A&M,SWAC,9-20,-19.09,95.0,114.1,63.5,-.021,-9.62,97.8,107.4,+7.67
337,North Carolina A&T,MEAC,9-23,-19.42,93.5,112.9,61.6,-.038,-7.53,98.9,106.5,+1.90
338,Stetson,ASun,9-22,-19.66,96.6,116.3,65.8,+.006,-6.52,101.8,108.4,-4.52
339,Savannah St.,MEAC,9-22,-19.67,87.4,107.1,64.5,+.013,-5.11,100.8,105.9,+7.58
340,Jacksonville,ASun,10-22,-19.74,96.3,116.1,63.8,-.023,-7.13,101.1,108.2,-5.71
341,Kennesaw St.,ASun,10-22,-20.61,93.7,114.3,65.1,+.039,-5.50,101.8,107.3,-2.41
342,Abilene Christian,Slnd,10-21,-20.63,93.2,113.8,63.8,-.003,-5.96,102.0,108.0,-1.93
343,UMBC,AE,4-26,-20.68,89.2,109.9,64.2,-.037,-5.09,100.3,105.4,-3.66
344,Central Connecticut,NEC,5-26,-20.70,92.9,113.6,62.8,-.012,-6.19,100.6,106.8,-3.89
345,Maine,AE,3-27,-21.87,93.7,115.5,65.9,-.020,-1.91,102.1,104.0,+3.44
346,Alcorn St.,SWAC,6-26,-24.34,92.9,117.3,66.8,-.059,-10.18,97.5,107.7,+5.37
347,San Jose St.,MWC,2-28,-24.59,86.5,111.0,63.8,-.030,+1.45,105.6,104.2,-1.49
348,Mississippi Valley St.,SWAC,6-26,-25.69,91.6,117.3,70.1,-.001,-7.60,98.8,106.4,+5.71
349,Central Arkansas,Slnd,2-27,-27.67,91.0,118.7,69.0,+.004,-6.32,101.7,108.0,-1.45
350,Florida A&M,MEAC,2-27,-31.73,85.4,117.1,65.3,-.020,-8.50,99.4,107.9,-2.52
351,Grambling St.,SWAC,2-27,-37.65,78.9,116.6,65.4,-.077,-8.68,99.1,107.8,+12.83
